threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.0,0.28,1.0,0.4375,25,0.25858699758847553,0.7
0.01,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.02,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.03,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.04,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.05,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.06,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.07,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.08,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.09,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.1,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.11,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.12,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.13,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.14,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.15,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.16,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.17,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.18,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.19,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.2,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.21,0.875,1.0,0.9333333333333333,8,0.808084367463986,0.7
0.22,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.23,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.24,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.25,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.26,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.27,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.28,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.29,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.3,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.31,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.32,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.33,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.34,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.35000000000000003,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.36,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.37,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.38,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.39,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.4,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.41000000000000003,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.42,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.43,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.44,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.45,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.46,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.47000000000000003,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.48,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.49,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.5,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.8928571428571429,0.7
0.51,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.52,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.53,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.54,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.55,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.56,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.5700000000000001,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.58,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.59,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.6,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.61,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.62,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.63,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.64,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.65,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.66,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.67,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.68,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.6900000000000001,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.7000000000000001,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.71,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.72,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.73,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.74,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.75,0.8333333333333334,0.7142857142857143,0.7692307692307693,6,0.9583333333333334,0.7
0.76,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.77,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.78,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.79,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.8,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.81,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.8200000000000001,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.8300000000000001,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.84,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.85,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.86,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.87,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.88,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.89,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.9,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.91,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.92,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.93,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.9400000000000001,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.9500000000000001,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.96,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.97,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.98,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
0.99,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
1.0,1.0,0.7142857142857143,0.8333333333333334,5,1.0,0.7
