threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.0,0.28,1.0,0.4375,25,0.27806356191635134,0.4
0.01,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.02,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.03,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.04,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.05,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.06,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.07,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.08,0.4375,1.0,0.6086956521739131,16,0.43447431549429893,0.4
0.09,0.4666666666666667,1.0,0.6363636363636364,15,0.45788371430502994,0.4
0.1,0.4666666666666667,1.0,0.6363636363636364,15,0.45788371430502994,0.4
0.11,0.4666666666666667,1.0,0.6363636363636364,15,0.45788371430502994,0.4
0.12,0.5384615384615384,1.0,0.7,13,0.5112333450561914,0.4
0.13,0.5384615384615384,1.0,0.7,13,0.5112333450561914,0.4
0.14,0.5,0.8571428571428571,0.631578947368421,12,0.5422921437356206,0.4
0.15,0.5,0.8571428571428571,0.631578947368421,12,0.5422921437356206,0.4
0.16,0.5,0.8571428571428571,0.631578947368421,12,0.5422921437356206,0.4
0.17,0.5,0.8571428571428571,0.631578947368421,12,0.5422921437356206,0.4
0.18,0.5,0.8571428571428571,0.631578947368421,12,0.5422921437356206,0.4
0.19,0.5,0.8571428571428571,0.631578947368421,12,0.5422921437356206,0.4
0.2,0.5,0.5714285714285714,0.5333333333333333,8,0.7162159917255242,0.4
0.21,0.5,0.5714285714285714,0.5333333333333333,8,0.7162159917255242,0.4
0.22,0.5,0.5714285714285714,0.5333333333333333,8,0.7162159917255242,0.4
0.23,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.24,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.25,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.26,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.27,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
