threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.0,0.28,1.0,0.4375,25,0.21621803085009256,0.7
0.01,0.7777777777777778,1.0,0.875,9,0.6006056412502571,0.7
0.02,0.7777777777777778,1.0,0.875,9,0.6006056412502571,0.7
0.03,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.04,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.05,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.06,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.07,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.08,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.09,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.1,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.11,0.875,1.0,0.9333333333333333,8,0.673129769663016,0.7
0.12,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.7534181489830925,0.7
0.13,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.7534181489830925,0.7
0.14,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.7534181489830925,0.7
0.15,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.7534181489830925,0.7
0.16,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,0.7534181489830925,0.7
0.17,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.18,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.19,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.2,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.21,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.22,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.23,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.24,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.25,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.26,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.27,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.28,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.29,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.3,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.31,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.32,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.33,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.34,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.35000000000000003,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.36,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.37,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.38,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.39,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.4,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.41000000000000003,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
