threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.0,0.3076923076923077,1.0,0.47058823529411764,26,0.20716028030102074,0.6
0.01,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.02,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.03,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.04,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.05,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.06,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.07,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.08,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.09,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.1,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.11,0.75,0.75,0.75,8,0.6732709109783173,0.6
0.12,0.7142857142857143,0.625,0.6666666666666666,7,0.7535794533434368,0.6
0.13,0.7142857142857143,0.625,0.6666666666666666,7,0.7535794533434368,0.6
0.14,0.7142857142857143,0.625,0.6666666666666666,7,0.7535794533434368,0.6
0.15,0.7142857142857143,0.625,0.6666666666666666,7,0.7535794533434368,0.6
0.16,0.7142857142857143,0.625,0.6666666666666666,7,0.7535794533434368,0.6
0.17,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.18,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.19,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.2,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.21,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.22,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.23,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.24,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.25,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.26,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.27,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.28,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.29,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.3,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.31,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.32,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.33,0.8333333333333334,0.625,0.7142857142857143,6,0.8513982511228986,0.6
0.34,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.35000000000000003,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.36,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.37,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.38,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.39,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.4,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.41000000000000003,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.42,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.43,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.44,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.45,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.46,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.47000000000000003,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.48,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.49,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.5,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.51,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.52,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.53,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.54,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.55,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.56,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.5700000000000001,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.58,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.59,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.6,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.61,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.62,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.63,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.64,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.65,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
