threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.0,0.1,1.0,0.18181818181818182,20,0.14169238262499373,0.1
0.01,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.02,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.03,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.04,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.05,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.06,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.07,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.08,0.06666666666666667,0.5,0.11764705882352941,15,0.1883966599487596,0.1
0.09,0.08333333333333333,0.5,0.14285714285714285,12,0.21441967862968644,0.1
0.1,0.09090909090909091,0.5,0.15384615384615385,11,0.2255720593260996,0.1
0.11,0.14285714285714285,0.5,0.2222222222222222,7,0.2922837290735472,0.1
0.12,0.14285714285714285,0.5,0.2222222222222222,7,0.2922837290735472,0.1
0.13,0.14285714285714285,0.5,0.2222222222222222,7,0.2922837290735472,0.1
0.14,0.16666666666666666,0.5,0.25,6,0.3191261535717382,0.1
0.15,0.16666666666666666,0.5,0.25,6,0.3191261535717382,0.1
0.16,0.16666666666666666,0.5,0.25,6,0.3191261535717382,0.1
0.17,0.25,0.5,0.3333333333333333,4,0.394166578228275,0.1
0.18,0.25,0.5,0.3333333333333333,4,0.394166578228275,0.1
0.19,0.25,0.5,0.3333333333333333,4,0.394166578228275,0.1
0.2,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.21,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.22,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.23,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.24,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.25,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.26,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.27,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.28,0.3333333333333333,0.5,0.4,3,0.46145287321673506,0.1
0.29,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.3,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.31,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.32,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.33,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.34,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.35000000000000003,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.36,0.5,0.5,0.5,2,0.5500463396310806,0.1
0.37,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.38,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.39,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.4,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.41000000000000003,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.42,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.43,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.44,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.45,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.46,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.47000000000000003,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.48,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.49,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.5,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.51,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.52,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.53,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.54,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.55,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.56,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.5700000000000001,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.58,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.59,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.6,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.61,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.62,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.63,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.64,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.65,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.66,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.67,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.68,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.6900000000000001,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.7000000000000001,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.71,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.72,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.73,1.0,0.5,0.6666666666666666,1,0.7318810721238455,0.1
0.74,0.0,0.0,0.0,0,0.0,0.1
0.75,0.0,0.0,0.0,0,0.0,0.1
0.76,0.0,0.0,0.0,0,0.0,0.1
0.77,0.0,0.0,0.0,0,0.0,0.1
0.78,0.0,0.0,0.0,0,0.0,0.1
0.79,0.0,0.0,0.0,0,0.0,0.1
0.8,0.0,0.0,0.0,0,0.0,0.1
0.81,0.0,0.0,0.0,0,0.0,0.1
0.8200000000000001,0.0,0.0,0.0,0,0.0,0.1
0.8300000000000001,0.0,0.0,0.0,0,0.0,0.1
0.84,0.0,0.0,0.0,0,0.0,0.1
0.85,0.0,0.0,0.0,0,0.0,0.1
