threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.0,0.08,1.0,0.14814814814814814,25,0.0761494215329488,0.2
0.01,0.3333333333333333,1.0,0.5,6,0.3172892563872867,0.2
0.02,0.3333333333333333,1.0,0.5,6,0.3172892563872867,0.2
0.03,0.3333333333333333,1.0,0.5,6,0.3172892563872867,0.2
0.04,0.3333333333333333,1.0,0.5,6,0.3172892563872867,0.2
0.05,0.3333333333333333,1.0,0.5,6,0.3172892563872867,0.2
0.06,0.3333333333333333,1.0,0.5,6,0.3172892563872867,0.2
0.07,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.08,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.09,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.1,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.11,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.12,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.13,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.14,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.15,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.16,0.6666666666666666,1.0,0.8,3,0.567911845114496,0.2
0.17,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.18,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.19,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.2,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.21,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.22,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.23,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.24,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.25,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.26,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.27,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.28,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.29,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.3,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.31,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.32,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.33,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.34,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.35000000000000003,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.36,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.37,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.38,1.0,1.0,1.0,2,0.7685344343384106,0.2
0.39,1.0,1.0,1.0,2,0.7685344343384106,0.2
