user_id,total_activities,failed_activities,downloads_count,activity_frequency,activity_hour_mean,activity_hour_std,activity_after_hours_rate,activity_weekend_rate,sensitive_files_accessed,after_hours_access,sensitive_after_hours_rate,total_logins,failed_logins,failed_login_rate,unique_ips,unique_locations,login_hour_mean,login_hour_std,after_hours_login_rate,weekend_login_rate,avg_session_duration,std_session_duration,login_to_activity_ratio,download_rate,risk_score,anomaly_score,supervised_score,risk_level,confidence
USER_0077,53,18,11,0.6162790697674418,18.0,0.0,0.0,0.24528301886792453,23,11,0.4782608695652174,16,7,0.4375,16,3,18.0,0.0,0.0,0.3125,0,0,0.3018867924528302,0.20754716981132076,10.0,1.0,0.9629629651705424,Critical,100.0
USER_0064,48,18,14,0.5393258426966292,18.0,0.0,0.0,0.375,21,7,0.3333333333333333,20,8,0.4,20,3,18.0,0.0,0.0,0.3,0,0,0.4166666666666667,0.2916666666666667,10.0,0.7576478943935125,1.0,Critical,51.52957887870251
USER_0065,42,14,9,0.4666666666666667,18.0,0.0,0.0,0.19047619047619047,29,14,0.4827586206896552,14,8,0.5714285714285714,14,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.3333333333333333,0.21428571428571427,10.0,0.7370951956180996,0.9608875115712484,Critical,47.41903912361991
USER_0037,50,20,11,0.5555555555555556,18.0,0.0,0.0,0.24,27,9,0.3333333333333333,11,9,0.8181818181818182,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.22,0.22,10.0,0.6388210853506333,1.0,Critical,27.764217070126662
USER_0014,40,11,9,0.45454545454545453,18.0,0.0,0.0,0.175,22,7,0.3181818181818182,15,9,0.6,15,3,18.0,0.0,0.0,0.2,0,0,0.375,0.225,9.90291952948544,0.6498210225487522,0.9629629651705424,Critical,29.964204509750438
USER_0042,42,16,11,0.46153846153846156,18.0,0.0,0.0,0.14285714285714285,23,10,0.43478260869565216,13,7,0.5384615384615384,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.30952380952380953,0.2619047619047619,9.655245337020858,0.7375086834920721,0.8264680504798889,Critical,47.50173669841442
USER_0043,41,21,7,0.4659090909090909,18.0,0.0,0.0,0.24390243902439024,21,9,0.42857142857142855,21,8,0.38095238095238093,21,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.5121951219512195,0.17073170731707318,9.567876148446418,0.5981902352682863,1.0,Critical,19.63804705365726
USER_0023,51,18,18,0.5862068965517241,18.0,0.0,0.0,0.29411764705882354,26,11,0.4230769230769231,18,8,0.4444444444444444,18,3,18.0,0.0,0.0,0.1111111111111111,0,0,0.35294117647058826,0.35294117647058826,8.97117232117004,0.5780465365137081,0.6666666666666666,Critical,15.609307302741616
USER_0034,49,11,11,0.6049382716049383,18.0,0.0,0.0,0.3877551020408163,17,6,0.35294117647058826,25,10,0.4,25,3,18.0,0.0,0.0,0.32,0,0,0.5102040816326531,0.22448979591836735,8.673051259004215,0.4317418873344897,0.9574503302574158,Critical,13.65162253310206
USER_0088,42,11,13,0.4772727272727273,18.0,0.0,0.0,0.35714285714285715,23,12,0.5217391304347826,18,5,0.2777777777777778,18,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.42857142857142855,0.30952380952380953,8.668170771007132,0.6264640915823614,0.7407407462596893,Critical,25.292818316472278
USER_0095,45,18,11,0.5,18.0,0.0,0.0,0.35555555555555557,21,10,0.47619047619047616,22,11,0.5,22,3,18.0,0.0,0.0,0.36363636363636365,0,0,0.4888888888888889,0.24444444444444444,8.21912219674541,0.6816366663222708,0.29629629850387573,Critical,36.32733326445417
USER_0067,49,16,12,0.5384615384615384,18.0,0.0,0.0,0.24489795918367346,29,16,0.5517241379310345,17,11,0.6470588235294118,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3469387755102041,0.24489795918367346,8.148254706199078,0.6925936304668199,0.0,Critical,38.51872609336397
USER_0072,54,16,11,0.6206896551724138,18.0,0.0,0.0,0.25925925925925924,31,13,0.41935483870967744,13,7,0.5384615384615384,13,3,18.0,0.0,0.0,0.38461538461538464,0,0,0.24074074074074073,0.2037037037037037,8.146169467936353,0.7032090311672281,0.11111111442248027,Critical,40.64180623344562
USER_0003,51,21,13,0.5604395604395604,18.0,0.0,0.0,0.3333333333333333,23,8,0.34782608695652173,18,13,0.7222222222222222,18,3,18.0,0.0,0.0,0.2222222222222222,0,0,0.35294117647058826,0.2549019607843137,7.9216819649210315,0.5801759688368212,0.17267626027266184,High,16.03519376736424
USER_0019,45,20,11,0.5232558139534884,18.0,0.0,0.0,0.26666666666666666,25,13,0.52,12,7,0.5833333333333334,12,3,18.0,0.0,0.0,0.4166666666666667,0,0,0.26666666666666666,0.24444444444444444,7.786024331683582,0.8416673732434762,0.0,High,68.33347464869523
USER_0052,44,16,7,0.4888888888888889,18.0,0.0,0.0,0.25,27,12,0.4444444444444444,14,10,0.7142857142857143,14,3,18.0,0.0,0.0,0.21428571428571427,0,0,0.3181818181818182,0.1590909090909091,7.600445606802113,0.6397427381060583,0.0,High,27.94854762121166
USER_0055,52,17,17,0.5714285714285714,18.0,0.0,0.0,0.25,21,11,0.5238095238095238,17,7,0.4117647058823529,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3269230769230769,0.3269230769230769,7.557315626327901,0.8812643904529429,0.0,High,76.25287809058858
USER_0009,44,18,5,0.5238095238095238,18.0,0.0,0.0,0.38636363636363635,21,9,0.42857142857142855,20,9,0.45,20,3,18.0,0.0,0.0,0.4,0,0,0.45454545454545453,0.11363636363636363,7.538656393741532,0.509741840746096,0.3939055601755778,High,1.9483681492191929
USER_0039,54,22,11,0.6067415730337079,18.0,0.0,0.0,0.2962962962962963,19,9,0.47368421052631576,14,7,0.5,14,3,18.0,0.0,0.0,0.35714285714285715,0,0,0.25925925925925924,0.2037037037037037,7.366012935016005,0.8818258143991625,0.0,High,76.36516287983251
USER_0093,42,19,9,0.4666666666666667,18.0,0.0,0.0,0.30952380952380953,18,9,0.5,19,11,0.5789473684210527,19,3,18.0,0.0,0.0,0.3157894736842105,0,0,0.4523809523809524,0.21428571428571427,7.291028754311331,0.7444161747529479,0.0,High,48.88323495058957
USER_0006,50,18,14,0.5747126436781609,18.0,0.0,0.0,0.34,20,8,0.4,14,11,0.7857142857142857,14,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.28,0.28,7.275280905029675,0.6920921156583402,0.0,High,38.418423131668035
USER_0018,48,16,11,0.5333333333333333,18.0,0.0,0.0,0.3333333333333333,17,10,0.5882352941176471,19,8,0.42105263157894735,19,3,18.0,0.0,0.0,0.3684210526315789,0,0,0.3958333333333333,0.22916666666666666,7.224752428495144,0.8591834988288551,0.0,High,71.83669976577103
